""	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"	"annotation"
"GRMZM2G119736"	401.652245647346	0.288966154461982	0.12265312879596	2.35596235741115	0.0184747897223404	0.0341435383340297	"receptor-like protein kinase At3g46290 precursor, putative, expressed"
"GRMZM2G070563"	10.7597872858717	-1.16463743769533	0.669954176291359	-1.73838372669362	0.0821432221732792	0.126898819296194	"auxin efflux carrier component, putative, expressed"
"GRMZM2G070562"	1808.82143683827	0.22409966201393	0.0834372873673641	2.68584549048493	0.00723465357085276	0.0147961627037607	"signal recognition particle 72 kDa protein, putative, expressed"
"GRMZM2G018707"	3.88385402095621	-4.3723305554844	1.57748463364401	-2.77171039402411	0.00557626233450207	0.0116773377316806	"plant protein of unknown function domain containing protein, expressed"
"GRMZM2G018706"	72.9933498664569	1.21604321192276	0.310722732482438	3.9135959001374	9.09317625826954e-05	0.000272092889683309	"CorA-like magnesium transporter protein, putative, expressed"
"GRMZM2G065021"	37.6061249386669	-1.53435184790949	0.41604056585869	-3.68798615765426	0.000226035943750769	0.000630382314508519	"receptor-like protein kinase precursor, putative, expressed"
"GRMZM2G407913"	56.0118179781492	-0.485100583599368	0.286382912179004	-1.69388801834711	0.0902865641705831	0.137945914350891	"SEY1, putative, expressed"
"GRMZM2G076810"	256.304410720684	0.433115184477307	0.194672840856787	2.22483620504585	0.0260922359304014	0.046348998469116	"expressed protein"
"GRMZM5G869482"	207.074031462927	-0.174376614409671	0.172137511922018	-1.01300763826926	0.311056512519551	0.39720429023707	"expressed protein"
"GRMZM2G101412"	461.370921084914	-0.846975741714663	0.171438413108641	-4.94040819882025	7.7959190604341e-07	3.26337586179022e-06	"expressed protein"
"GRMZM2G101413"	635.36100603837	0.164059953595123	0.11626230289037	1.41111907743496	0.15820950570055	0.22383490717902	"ER lumen protein retaining receptor, putative, expressed"
"GRMZM2G473016"	9.27816151887083	-1.55792240559937	0.705632962303728	-2.20783677751265	0.0272556533197965	0.0481749635684636	"zinc finger, C3HC4 type domain containing protein, expressed"
"GRMZM2G061314"	60.5506804154246	0.192523511255217	0.377651770039188	0.509791099973501	0.610197821555788	0.685377627310736	"leucine rich repeat domain containing protein, putative, expressed"
"GRMZM2G106357"	43.9533011489551	-1.52341588197711	0.348763935045111	-4.36804304831595	1.25364786988002e-05	4.34683773518193e-05	"GA16396-PA, putative, expressed"
"GRMZM2G035531"	15.0439639049526	-0.316691291559709	0.584870853290696	-0.54147217249396	0.588182173090179	0.665967644950691	"VQ domain containing protein, putative, expressed"
"GRMZM2G080314"	187.309194886304	0.854192812433382	0.178313436790937	4.79040070005985	1.66448581062037e-06	6.59654448835642e-06	"ATBARD1/BARD1, putative, expressed"
"GRMZM2G103812"	2525.83054224906	-0.167294379046448	0.0893314202925703	-1.87273837691755	0.0611045211517508	0.0982311609508043	"selenium-binding protein, putative, expressed"
"GRMZM2G030727"	10.908268507582	-0.500279775607524	0.612844916305773	-0.816323611890605	0.414315073227221	0.501987652174498	""
"GRMZM2G388585"	182.463521320944	-4.12714940723287	0.725995253572525	-5.68481596391123	1.30953601521036e-08	7.00890963520288e-08	"expressed protein"
"GRMZM2G074718"	189.050376600621	-0.192933288157097	0.187263595527208	-1.03027653406914	0.302880211359443	0.388387162851277	"expressed protein"
"GRMZM5G800286"	60.0678507835207	0.925202858633142	0.32220302716941	2.87149027357425	0.00408541354283445	0.00882837878529292	""
"GRMZM2G180724"	1165.53244900949	0.195302555425036	0.10036945879737	1.94583649015505	0.0516743838276224	0.0847432639216265	"60S ribosomal protein L15, putative, expressed"
"GRMZM2G150841"	158.407176668075	-6.05689011740313	0.798027379705596	-7.58982745634317	3.2033175731004e-14	3.17706431571952e-13	"myb-related protein Hv33, putative, expressed"
"GRMZM2G180720"	3837.33288219423	-0.561726038032726	0.103369800108868	-5.43414070106666	5.50611224993656e-08	2.72081623726476e-07	"phosphate/phosphate translocator, putative, expressed"
"GRMZM2G374812"	67.9204181226723	-0.252051109932378	0.282697936347008	-0.891591616088022	0.372611865550309	0.459973794951092	"transporter family protein, putative, expressed"
"GRMZM2G118462"	760.88136617788	0.1721934645642	0.0957817713433452	1.79776863748891	0.072213679291875	0.113488244324754	"trehalose synthase, putative, expressed"
"GRMZM2G118467"	2149.36389413107	0.119305825675351	0.0753227182230016	1.58392883966471	0.113209913612103	0.168100430982404	"endonuclease/exonuclease/phosphatase family domain containing protein, expressed"
"GRMZM2G021912"	933.918838529526	-0.340546567595427	0.098622942147598	-3.45301569979294	0.000554356737932271	0.00143429866608339	"CRAL/TRIO domain containing protein, expressed"
"GRMZM2G113232"	1064.81255005678	-0.237913837210879	0.103419698140186	-2.30046926735741	0.0214216484781616	0.0389709410685163	"nucleotidyltransferase, putative, expressed"
"GRMZM2G113235"	62.3320957515516	0.348233288537461	0.325945235513946	1.06837974786891	0.285349248626741	0.369185432821391	""
"GRMZM2G142816"	5.11269990074082	-1.16485040119822	1.2675395784199	-0.918985427382321	0.358103194508447	0.445319939989832	"zinc finger, C3HC4 type domain containing protein, expressed"
"GRMZM2G006965"	379.451326818621	0.337313728391677	0.130168726671514	2.59135767105491	0.00955980764544776	0.0189384854679687	"protein binding protein, putative, expressed"
"GRMZM2G149201"	623.394191065364	-1.87671048131562	0.141435603693347	-13.2690102937914	3.50174992369257e-40	2.11087629328713e-38	"uncharacterized protein At4g06744 precursor, putative, expressed"
"GRMZM2G057329"	998.032777182283	0.873333813509148	0.102883804829306	8.48854506263734	2.09240101212336e-17	2.78084566459365e-16	"peptidyl-prolyl cis-trans isomerase, putative, expressed"
"GRMZM2G155317"	177.755132953752	-0.403452525520144	0.210081057725792	-1.92046122524169	0.054799666397113	0.0892122712341564	"expressed protein"
"GRMZM2G155314"	126.1848387302	-0.329014863726994	0.214646768901004	-1.53282001593389	0.125320207469953	0.183295153659011	"ankyrin repeat domain-containing protein 44, putative, expressed"
"GRMZM2G155312"	1772.8623601876	0.735677491092027	0.107470580193125	6.84538493948774	7.62705008220556e-12	5.92572696752235e-11	"expressed protein"
"GRMZM5G888228"	38.5114556010343	-3.17384264298812	0.465394654608977	-6.81968005338344	9.12434901044957e-12	7.03453073790941e-11	""
"GRMZM2G302233"	569.315411508487	0.953696669737611	0.143516808920329	6.64519143724163	3.02823224940698e-11	2.20719087148325e-10	"GTP-binding protein, putative, expressed"
"GRMZM2G134313"	402.14107555065	-0.130725474025811	0.116494587095875	-1.12215921172564	0.261794751677006	0.34328587512101	"regulator of chromosome condensation, putative, expressed"
"GRMZM2G119485"	57.5198895469017	-0.293807747555754	0.303151753735981	-0.969177133019772	0.332456818227797	0.418961901483805	"expressed protein"
"GRMZM2G425004"	25.3975847078845	-0.563240251630834	0.701227559577063	-0.80322035826793	0.421847380593773	0.509155869007604	"SRC2 protein, putative, expressed"
"GRMZM2G007369"	8.14534946407671	0.35250094398764	0.757131531010109	0.465574249057306	0.641520278770369	0.712614627671286	"glycosyl transferase, group 1 domain containing protein, expressed"
"GRMZM2G084125"	12.6297431948473	-0.669447541290007	0.600908984731382	-1.1140581324296	0.265254248423028	0.347000882076252	"expressed protein"
"GRMZM2G365319"	263.029983773033	-3.51751655504826	0.268514389179636	-13.0999182792213	3.29612366156013e-39	1.86780340821741e-37	"ATP binding protein, putative, expressed"
"GRMZM2G427805"	434.644669738773	-0.390718345940393	0.145720740451831	-2.68128163999789	0.00733407615338547	0.014971038895953	""
"GRMZM2G168096"	2347.1133755896	-0.181772874230601	0.0758408348240349	-2.39676784482066	0.0165403997287784	0.0309045343236366	"ATP binding protein, putative, expressed"
"GRMZM5G826194"	215.152218929771	0.441209048939206	0.161351111494688	2.73446550725331	0.00624816413137429	0.0129557843475232	"glutathione S-transferase, N-terminal domain containing protein, expressed"
"GRMZM2G387603"	14.0902603909417	-2.43644897564441	0.689824625474777	-3.53198318191019	0.000412455586331324	0.00109620127151155	"expressed protein"
"GRMZM2G360494"	23.6239540039524	-0.149497076610721	0.427312280590004	-0.349854388468091	0.726447979076561	0.785626767225062	"homeobox domain containing protein, expressed"
"GRMZM2G175398"	85.3562411874322	-1.38358150699324	0.318734506326705	-4.34085886381897	1.41926867340433e-05	4.87177785481468e-05	"expressed protein"
"GRMZM2G376416"	151.631817183837	-4.20154294340941	0.817732515728607	-5.13804069496466	2.77617771109078e-07	1.24268004002794e-06	"Os9bglu31 - beta-glucosidase, dhurrinase, similar to G. max hydroxyisourate hydrolase, expressed"
"GRMZM2G175396"	16.6187971398086	-1.49897401875015	0.566317673808639	-2.64687840072012	0.00812385592131902	0.0164116196820354	"expressed protein"
"GRMZM2G042602"	42.9627118720481	0.151046382106352	0.392293661627243	0.385033960222066	0.70021225492473	0.763333437159595	"expressed protein"
"GRMZM2G130127"	388.409936995387	-0.382529031232839	0.149188640797572	-2.56406271407673	0.0103454849661231	0.0203397794949237	"ZOS12-05 - C2H2 zinc finger protein, expressed"
"GRMZM2G130121"	598.70602827746	0.505278550295651	0.120933672032212	4.17814610112114	2.93894852925456e-05	9.60389906645319e-05	"chaperone protein clpB 1, putative, expressed"
"GRMZM2G072909"	1838.72181780414	0.814746133205323	0.100248203734149	8.12728909702929	4.38997515571908e-16	5.21020155347272e-15	"DJ-1 family protein, putative, expressed"
"GRMZM2G169329"	25.7451764983177	-6.24543509960024	1.17265139097184	-5.32590942856797	1.00449177453935e-07	4.77492267800538e-07	"SOUL heme-binding protein, putative, expressed"
"GRMZM2G004211"	366.161547212422	-2.05590554411657	0.222605484489434	-9.23564641200093	2.5673111466324e-20	4.40883447637526e-19	"OsAPx3 - Peroxisomal Ascorbate Peroxidase encoding gene 5,8, expressed"
"GRMZM2G169321"	127.357449421106	-2.03462873269784	0.290191036763192	-7.0113424432133	2.36042205505481e-12	1.93467822271749e-11	"haemolysin-III, putative, expressed"
"GRMZM2G082205"	245.286199689589	0.0119792149414861	0.156404915681075	0.0765910386468473	0.938948888136531	0.954787943311224	"expressed protein"
"GRMZM2G082203"	1196.30375354515	-0.127188412595043	0.127618958989345	-0.996626313224061	0.318945928777945	0.40528566880097	"boron transporter protein, putative, expressed"
"GRMZM2G169326"	101.690405146467	-0.664536585040867	0.250254984966554	-2.6554379531328	0.00792055029583198	0.0160489284419919	"GCN5-related N-acetyltransferase, putative, expressed"
"GRMZM2G076029"	113.610465795789	-4.84028523379698	0.48993968881469	-9.87934912051536	5.11641477820646e-23	1.06991930273468e-21	"sulfated surface glycoprotein 185 precursor, putative, expressed"
"GRMZM2G073059"	16.7951357478876	3.54906795735126	0.732490328552734	4.84520794201278	1.26479139758778e-06	5.11676437681892e-06	"cyclase family protein, putative, expressed"
"GRMZM2G073054"	6179.73999246034	1.31029533472346	0.089405329268406	14.6556737215272	1.23921324436466e-48	1.19034995789988e-46	"1,4-alpha-glucan-branching enzyme, chloroplast precursor, putative, expressed"
"GRMZM2G173943"	977.846049524039	-0.752101054083396	0.0864622394947263	-8.69860714317109	3.35982492871979e-18	4.80585127516034e-17	"Myb-like DNA-binding domain containing protein, putative, expressed"
"GRMZM2G100732"	543.345484084318	0.726186354738595	0.147200316262242	4.93332061491546	8.08432893383686e-07	3.37453970511508e-06	"DNA-binding protein, putative, expressed"
"GRMZM2G032619"	162.00689695563	-2.64745954224925	0.36217607141365	-7.30986873847202	2.67403471778639e-13	2.42004750598592e-12	"CPuORF36 - conserved peptide uORF-containing transcript, expressed"
"GRMZM2G003682"	25.3410022518794	2.13391184503336	0.630031521028733	3.3869921961191	0.000706633977911034	0.00179303430306407	"hs1, putative, expressed"
"GRMZM2G367206"	957.262444184466	-0.612224469936892	0.100713946802839	-6.07884497998479	1.21051315039133e-09	7.31758141308446e-09	"cyclophilin, putative, expressed"
"GRMZM2G170760"	1233.84200485466	0.497631028869391	0.082841635798343	6.00701596574877	1.88968914614864e-09	1.11801087940642e-08	"ANTH/ENTH domain containing protein, putative, expressed"
"GRMZM2G034611"	44.5553565458972	-3.09862380226182	0.522556670952169	-5.92973733665233	3.03419652523105e-09	1.75386653354231e-08	"receptor-like kinase ARK1AS, putative, expressed"
"GRMZM2G418752"	56.7816013060833	0.838284908649119	0.301880556149428	2.77687612392689	0.0054884092224665	0.0115076406323765	"ribulose-1,5 bisphosphate carboxylase/oxygenase large subunit N-methyltransferase, chloroplast precursor, putative, expressed"
"GRMZM2G178571"	267.381403046499	-0.973527406023557	0.162579286786857	-5.98801621820289	2.12415887012753e-09	1.24550556082168e-08	"N-acetylglucosaminyltransferase, putative, expressed"
"GRMZM2G174449"	4.83109397560181	-5.71358591989708	1.67706664082075	-3.40689259497814	0.000657069778824863	0.00167546766738227	"plant protein of unknown function domain containing protein, expressed"
"GRMZM2G104925"	291.038440851798	0.133271438877336	0.142140757914292	0.937601859121193	0.348449055617041	0.435469176233905	"fasciated ear2, putative, expressed"
"GRMZM2G174444"	1207.02940972861	0.334358371655842	0.0855327346155796	3.90912757739585	9.26300385650775e-05	0.000276754053773269	"thioredoxin, putative, expressed"
"GRMZM2G104920"	343.672844489497	-0.415028160777417	0.13281664973272	-3.12482028128718	0.00177913721596394	0.00415877064133226	"COP1, putative, expressed"
"GRMZM2G068179"	15.8967909674491	-3.27388086176896	0.739966952726853	-4.42436091193584	9.67281977737705e-06	3.42066344416971e-05	"methyltransferase, putative, expressed"
"GRMZM2G122431"	58.7015373865018	-8.34606183671853	1.29362315234326	-6.45169485533754	1.10606116096654e-10	7.56694419039933e-10	"CESA1 - cellulose synthase, expressed"
"GRMZM2G147051"	794.915911073032	0.313136527550529	0.168495789394883	1.8584234577914	0.0631089036541063	0.101109457817244	"serine/threonine-protein kinase, putative, expressed"
"GRMZM2G122437"	1830.40306711073	-0.30102909747139	0.114925152925837	-2.6193491138154	0.00880977362661972	0.0176001818394508	"heavy metal-associated domain containing protein, expressed"
"GRMZM2G077375"	18.7627952218339	2.77551807848572	0.669887605624464	4.14325933959982	3.42404363988524e-05	0.000110563201982083	"wax synthase, putative, expressed"
"GRMZM2G146472"	2237.63393792491	0.508944231229113	0.0945511026458371	5.38274242168788	7.33594786324443e-08	3.55878562940805e-07	"protein of unknown function domain containing protein, expressed"
"GRMZM2G429928"	121.321450426302	-1.17674105085225	0.230276591297489	-5.11012015690315	3.21953986286371e-07	1.42601175181761e-06	"formin-like protein 6 precursor, putative, expressed"
"GRMZM2G062504"	26.0671142902706	0.0103787594112577	0.493409624328541	0.0210347729341146	0.983217917016418	0.987636541330236	"expressed protein"
"GRMZM2G086437"	14.1812347168341	-0.296462850834346	0.553102045208431	-0.536000279519175	0.591958357266867	0.669472791794305	""
"GRMZM2G086430"	2555.34493734838	1.58731700597747	0.10740833765273	14.7783406825413	2.02083621975902e-49	2.02340507936041e-47	"uncharacterized membrane protein, putative, expressed"
"GRMZM2G172726"	519.046922331901	0.0775819155151612	0.106517335459033	0.728350133626835	0.466399280473972	0.552184115293281	"expressed protein"
"GRMZM2G053206"	12.5087470243742	-6.09934994210494	1.39802816528894	-4.36282336332211	1.2839460645107e-05	4.44081462300759e-05	"xylanase inhibitor, putative, expressed"
"GRMZM2G102808"	477.66904267767	0.243147450066215	0.119650326564774	2.03215032542837	0.0421384399637059	0.0708050441827754	"RNA recognition motif containing protein, putative, expressed"
"GRMZM2G057186"	3315.37983145412	0.0838362046513298	0.0797757411859468	1.05089847370918	0.293305221479027	0.378009401884342	"VTC2, putative, expressed"
"GRMZM2G095299"	194.875305364396	-1.12124373932092	0.192546111014633	-5.82324791403195	5.77148426945168e-09	3.22107164117013e-08	"B-box zinc finger family protein, putative, expressed"
"GRMZM2G057184"	642.785796028195	0.181269746916737	0.115169473190795	1.57393918626716	0.115501509442139	0.170880332338952	"expressed protein"
"GRMZM2G102802"	143.684524925247	-1.2315535705954	0.30139404469217	-4.08619079336241	4.38513222465917e-05	0.000139125502777519	"expressed protein"
"GRMZM2G058525"	1717.46634280649	-0.364662263806717	0.0906485741675263	-4.0228130133938	5.75071514234935e-05	0.000178238980605608	"serine/threonine protein phosphatase 2A 59 kDa regulatory subunit Bgamma isoform, putative, expressed"
"GRMZM2G157631"	312.217268392078	0.0665645824861612	0.138265786987821	0.481424826316755	0.630214595543034	0.702856818642101	"OsFBX169 - F-box domain containing protein, expressed"
"GRMZM2G058522"	3233.33287554571	1.44379413598163	0.129415331513041	11.1562835647193	6.67228754045461e-29	2.08002842455069e-27	"copper/zinc superoxide dismutase, putative, expressed"
"GRMZM2G000650"	346.188165633633	-0.114470287201058	0.137769010621921	-0.830885601081933	0.40603825862097	0.493680681822152	"coiled-coil domain-containing protein, putative, expressed"
"GRMZM5G878070"	341.722228096652	-0.0565515324557105	0.139368668252621	-0.40576933944152	0.684912088840728	0.750079837758095	" ELMO/CED-12 family protein, putative, expressed"
"GRMZM2G058528"	67.8018980456315	-3.18753318905696	0.548164756003434	-5.81491815033251	6.0663561348448e-09	3.3752765591331e-08	""
"GRMZM5G878073"	8.17024375403084	-0.794993041170963	0.879729267227239	-0.903679200848517	0.366165531051606	0.453508648186458	""
"GRMZM2G078826"	3236.35960312266	0.148470677238407	0.066937128910312	2.21806162970241	0.0265506305781783	0.0470731843159029	""
"AC211357.4_FG004"	188.769109590119	0.012029482071144	0.164495028896926	0.0731297605271817	0.941702859579224	0.95648779605885	"peptide chain release factor protein, putative, expressed"
"GRMZM2G078820"	21.4864549246135	0.450118743413313	0.635548449703572	0.708236710550163	0.478798272422392	0.564233152670113	"MYB transcription factor TaMYB1, putative, expressed"
"GRMZM2G143373"	22.0660641133727	-3.96157084928123	0.742366697100522	-5.33640701388414	9.48064565394398e-08	4.5232091955207e-07	"dehydrogenase/reductase, putative, expressed"
"GRMZM2G375807"	503.841140916212	-0.33458263063439	0.174022463040115	-1.92264047289839	0.054525217429878	0.0888237969167423	"ABC transporter, ATP-binding protein, putative, expressed"
"GRMZM2G143377"	87.3472726229588	0.283146462440241	0.241549510977101	1.17220880015395	0.241113236132198	0.320228516738076	"pentatricopeptide, putative, expressed"
"GRMZM2G057237"	326.778381942354	-0.00263537582253614	0.14611975537032	-0.0180357256680122	0.985610353079319	0.989465404649081	"expressed protein"
"GRMZM2G582965"	786.03400379998	0.328782830397222	0.111050745491421	2.96065396897874	0.00306986633807247	0.00681711695974556	"double-stranded RNA binding motif containing protein, expressed"
"GRMZM2G029587"	57.7088999171597	-3.62930157540822	0.601346640159287	-6.035290351746	1.58677115625889e-09	9.46614552446291e-09	"DNA binding protein, putative, expressed"
"GRMZM2G029583"	3408.58499804107	0.294520761573275	0.0680516565671652	4.32789995762397	1.50537814543756e-05	5.15088083124336e-05	"26S proteasome non-ATPase regulatory subunit 6, putative, expressed"
"GRMZM2G365875"	14.6057940392888	2.64989727224395	0.752582550061964	3.5210719037078	0.000429806052146422	0.00113745290762907	"expressed protein"
"GRMZM2G016551"	46.1909958893001	0.490248045937321	0.304741582798331	1.60873367341454	0.10767458939018	0.160851596111389	"ASC1, putative, expressed"
"GRMZM5G815839"	563.082807970962	0.340950723249964	0.107218589723973	3.17995903628018	0.00147295872658387	0.00349914694975138	"cytochrome c oxidase subunit, putative, expressed"
"GRMZM2G016558"	82.76608872129	-2.76468060384688	0.326134727289412	-8.47711198014649	2.30852730646197e-17	3.05776346702334e-16	"expressed protein"
"GRMZM2G169669"	29.8388421305573	-0.172498985929003	0.42605826994026	-0.404871817071384	0.685571735468204	0.750628306418018	"uncharacterized protein At4g06744 precursor, putative, expressed"
"GRMZM2G047995"	818.873326218288	0.193306158194209	0.125282498829514	1.54296218546265	0.12283995114397	0.18018051182694	"lipase precursor, putative, expressed"
"GRMZM5G813783"	78.6818112940789	0.479472712515269	0.266359292270145	1.8000975615635	0.0718452345766737	0.113006915599201	"expressed protein"
"GRMZM2G156506"	29.3385248744862	-0.0874249169170648	0.399692568850654	-0.218730403641133	0.826860063726866	0.867885368714336	"OsFBX230 - F-box domain containing protein, expressed"
"GRMZM2G132431"	7.86951998531811	0.781354953831048	0.799546958053903	0.977247109704309	0.328446830501815	0.415015165218859	"expressed protein"
"GRMZM2G129291"	43.457288937855	-0.510243499559564	0.360620625737565	-1.41490381620846	0.157096698940962	0.222486964097989	"expressed protein"
"GRMZM2G163189"	394.915616233089	0.214523159897699	0.152832462633626	1.4036491737489	0.160423344439502	0.226478888105235	"DUF630/DUF632 domains containing protein, putative, expressed"
"GRMZM2G179677"	131.778352852559	-2.77773729256965	0.263412721405588	-10.5451903679802	5.34644719858777e-26	1.39837146806693e-24	"ZOS8-12 - C2H2 zinc finger protein, expressed"
"GRMZM2G145870"	4151.20348240587	-0.893813570421094	0.155694386190113	-5.74082079831504	9.42187536250456e-09	5.11813597278121e-08	"indole-3-glycerol phosphate synthase, chloroplast precursor, putative, expressed"
"GRMZM2G016088"	52.4566342824418	1.49382734708555	0.305219176695099	4.89427749350698	9.86675376046304e-07	4.06045613653329e-06	"expressed protein"
"GRMZM2G016084"	356.917154112089	0.270786444088559	0.159542614632151	1.6972671828959	0.0896461586365676	0.137118177783811	"S1 RNA binding domain containing protein, expressed"
"GRMZM2G071025"	2061.40654842222	0.9592309087797	0.126061159579553	7.60925023995482	2.75690513044177e-14	2.74297550451954e-13	"expressed protein"
"GRMZM2G003304"	334.784158809662	-0.940966266079224	0.213418046382221	-4.40902858043223	1.03835322882644e-05	3.65232015438655e-05	"CPuORF27 - conserved peptide uORF-containing transcript, expressed"
"GRMZM2G003307"	1478.65114809286	0.483989096153497	0.0962675706576195	5.02754035286534	4.96810964531791e-07	2.14070807656568e-06	"pre-mRNA-processing factor 31, putative, expressed"
"GRMZM2G003306"	1312.12094611603	0.019535765095446	0.148039977097938	0.131962767614601	0.895013741282092	0.922416901016043	"Core histone H2A/H2B/H3/H4 domain containing protein, putative, expressed"
"GRMZM2G071021"	2600.11592295432	-1.6356013570265	0.0953938754563535	-17.1457690465134	6.75985931162433e-66	1.32012789697259e-63	"aldehyde dehydrogenase, putative, expressed"
"GRMZM2G071023"	68.7865165016895	0.170129144686652	0.26482179753902	0.642428781420777	0.520594817148245	0.60367335014295	"NAD kinase, putative, expressed"
"GRMZM2G059693"	1006.40539979024	-7.45827412915595	0.265443925618726	-28.0973622273381	1.05507227087411e-173	6.23283944018879e-170	"lipase, putative, expressed"
"GRMZM2G436511"	109.454173492399	-0.428049986316997	0.206933593296322	-2.0685379280301	0.0385894679280836	0.0655785060870633	"H-BTB7 - Bric-a-Brac, Tramtrack, Broad Complex BTB domain with H family conserved sequence, expressed"
"GRMZM2G028183"	516.215365640428	-0.620240994378244	0.117764122038686	-5.26680778186832	1.38816421415548e-07	6.4813911046224e-07	"zinc finger, C3HC4 type domain containing protein, expressed"
"GRMZM2G310947"	127.295596177501	-3.53649090866644	0.43360930465414	-8.15593870036357	3.4647815830983e-16	4.15176413836779e-15	"ATPase, AAA family domain containing protein, expressed"
"GRMZM2G310944"	731.677209169726	0.34784149196467	0.10422234356672	3.33749443795604	0.000845374138530753	0.00211365896661535	"peptidase S8 and S53, subtilisin, kexin, sedolisin, putative, expressed"
"GRMZM2G551402"	560.302468826246	0.16289338733164	0.116909778670469	1.39332559845814	0.163521353138658	0.23012385055485	"ubiquitin carboxyl-terminal hydrolase, putative, expressed"
"GRMZM2G116614"	23.3460331563405	-1.36246312222564	0.496649352308841	-2.74330997491846	0.0060823240052357	0.0126396373444481	"zinc-finger protein, putative, expressed"
"GRMZM2G145879"	383.907626907485	1.10250756670013	0.147395032864478	7.4799506148476	7.43505458345387e-14	7.09000564192958e-13	"cyclin-dependent kinase D-1, putative, expressed"
"GRMZM5G879851"	17.381275328967	-1.42418255397329	0.597707793252864	-2.38274047962896	0.0171843040522923	0.0319837039032505	"expressed protein"
"GRMZM2G163233"	1820.46356790859	0.87031646828301	0.0853948425652504	10.1916748381847	2.16010253939222e-24	5.0338484226665e-23	"vacuolar ATP synthase subunit H, putative, expressed"
"GRMZM2G111045"	15.5929061682644	0.502557716643151	0.555837126558754	0.904145643804938	0.365918178279464	0.453273566405102	"MYB family transcription factor, putative, expressed"
"GRMZM2G051174"	554.398621824138	0.385896549077464	0.112533397287089	3.4291735465249	0.000605422269390925	0.00155467596454114	"initiation factor 2 subunit family domain containing protein, expressed"
"GRMZM2G051179"	597.636425669797	-0.398255112103231	0.131523370197197	-3.02801784584834	0.00246163549834258	0.00557329182962873	""
"GRMZM2G353125"	41.6193932918966	0.276476241161539	0.334801659620923	0.825791131007466	0.408922586021215	0.496753069488037	"expressed protein"
"GRMZM2G171408"	321.351941840794	0.432810145843365	0.146348787519375	2.95738798509736	0.00310257453971899	0.00688586797910771	"spotted leaf 11, putative, expressed"
"GRMZM2G542497"	102.663917119483	-0.41892241653015	0.21315937127514	-1.9653014269282	0.0493793605437999	0.0814032572659405	"tetratricopeptide repeat, putative, expressed"
